"","YearMonth","site","Species","average_value","YearMonthSite","cape"
"76",Nov 2023,"YB","Egregia menziesii",0,"Nov 2023_YB","Perpetua"
"77",Nov 2023,"YB","Hedophyllum sessile",1.6,"Nov 2023_YB","Perpetua"
"78",Nov 2023,"YB","Postelsia palmaeformis",0,"Nov 2023_YB","Perpetua"
"79",Dec 2023,"BB","Hedophyllum sessile",2.72727272727273,"Dec 2023_BB","Foulweather"
"80",Dec 2023,"FC","Hedophyllum sessile",2.22222222222222,"Dec 2023_FC","Foulweather"
"81",Dec 2023,"SH","Hedophyllum sessile",2.95238095238095,"Dec 2023_SH","Perpetua"
"82",Dec 2023,"SH","Laminaria sinclairii",32.8333333333333,"Dec 2023_SH","Perpetua"
"83",Feb 2024,"BB","Hedophyllum sessile",0.689655172413793,"Feb 2024_BB","Foulweather"
"84",Mar 2024,"YB","Hedophyllum sessile",0.703703703703703,"Mar 2024_YB","Perpetua"
"85",Mar 2024,"YB","Postelsia palmaeformis",9,"Mar 2024_YB","Perpetua"
"86",Apr 2024,"BB","Alaria marginata",1.1,"Apr 2024_BB","Foulweather"
"87",Apr 2024,"BB","Hedophyllum sessile",NA,"Apr 2024_BB","Foulweather"
"88",Apr 2024,"TK","Alaria marginata",0.117647058823529,"Apr 2024_TK","Perpetua"
"89",Apr 2024,"YB","Hedophyllum sessile",1.39130434782609,"Apr 2024_YB","Perpetua"
"90",Apr 2024,"YB","Postelsia palmaeformis",7.09090909090909,"Apr 2024_YB","Perpetua"
"91",May 2024,"BB","Alaria marginata",7.76744186046512,"May 2024_BB","Foulweather"
"92",May 2024,"BB","Egregia menziesii",0.115384615384615,"May 2024_BB","Foulweather"
"93",May 2024,"BB","Hedophyllum sessile",3.50724637681159,"May 2024_BB","Foulweather"
"94",May 2024,"CB","Alaria marginata",4.6875,"May 2024_CB","Blanco"
"95",May 2024,"CB","Hedophyllum sessile",2.07317073170732,"May 2024_CB","Blanco"
"96",May 2024,"CB","Lessoniopsis littoralis",0.837837837837838,"May 2024_CB","Blanco"
"97",May 2024,"CB","Postelsia palmaeformis",5.86666666666667,"May 2024_CB","Blanco"
"98",May 2024,"FC","Egregia menziesii",0.0476190476190476,"May 2024_FC","Foulweather"
"99",May 2024,"FC","Hedophyllum sessile",2.79245283018868,"May 2024_FC","Foulweather"
"100",May 2024,"FC","Lessoniopsis littoralis",0.869565217391304,"May 2024_FC","Foulweather"
"101",May 2024,"FC","Postelsia palmaeformis",11.1764705882353,"May 2024_FC","Foulweather"
"102",May 2024,"RP","Alaria marginata",8.83783783783784,"May 2024_RP","Blanco"
"103",May 2024,"RP","Egregia menziesii",0.0476190476190476,"May 2024_RP","Blanco"
"104",May 2024,"RP","Hedophyllum sessile",12.8181818181818,"May 2024_RP","Blanco"
"105",May 2024,"SH","Egregia menziesii",1.05555555555556,"May 2024_SH","Perpetua"
"106",May 2024,"SH","Hedophyllum sessile",8.29629629629629,"May 2024_SH","Perpetua"
"107",May 2024,"SH","Laminaria sinclairii",61,"May 2024_SH","Perpetua"
"108",May 2024,"TK","Alaria marginata",13.320987654321,"May 2024_TK","Perpetua"
"109",May 2024,"YB","Egregia menziesii",1.86363636363636,"May 2024_YB","Perpetua"
"110",May 2024,"YB","Hedophyllum sessile",7.47692307692308,"May 2024_YB","Perpetua"
"111",May 2024,"YB","Laminaria sinclairii",29.3333333333333,"May 2024_YB","Perpetua"
"112",May 2024,"YB","Postelsia palmaeformis",15.3571428571429,"May 2024_YB","Perpetua"
"113",Jun 2024,"BB","Alaria marginata",8.25,"Jun 2024_BB","Foulweather"
"114",Jun 2024,"BB","Hedophyllum sessile",6.07894736842105,"Jun 2024_BB","Foulweather"
"115",Jun 2024,"CB","Hedophyllum sessile",4.3265306122449,"Jun 2024_CB","Blanco"
"116",Jun 2024,"CB","Lessoniopsis littoralis",1.41666666666667,"Jun 2024_CB","Blanco"
"117",Jun 2024,"FC","Egregia menziesii",2.25,"Jun 2024_FC","Foulweather"
"118",Jun 2024,"FC","Hedophyllum sessile",7.75806451612904,"Jun 2024_FC","Foulweather"
"119",Jun 2024,"FC","Lessoniopsis littoralis",3.76315789473684,"Jun 2024_FC","Foulweather"
"120",Jun 2024,"TK","Alaria marginata",5,"Jun 2024_TK","Perpetua"
"121",Jun 2024,"YB","Egregia menziesii",0.909090909090909,"Jun 2024_YB","Perpetua"
"122",Jun 2024,"YB","Hedophyllum sessile",11.1176470588235,"Jun 2024_YB","Perpetua"
"123",Jul 2024,"BB","Alaria marginata",5.96,"Jul 2024_BB","Foulweather"
"124",Jul 2024,"BB","Egregia menziesii",0.25,"Jul 2024_BB","Foulweather"
"125",Jul 2024,"BB","Hedophyllum sessile",11.4130434782609,"Jul 2024_BB","Foulweather"
"126",Jul 2024,"BB","Lessoniopsis littoralis",1.70512820512821,"Jul 2024_BB","Foulweather"
"127",Jul 2024,"CB","Alaria marginata",1.56666666666667,"Jul 2024_CB","Blanco"
"128",Jul 2024,"CB","Hedophyllum sessile",9.69047619047619,"Jul 2024_CB","Blanco"
"129",Jul 2024,"CB","Lessoniopsis littoralis",0.433962264150943,"Jul 2024_CB","Blanco"
"130",Jul 2024,"CB","Postelsia palmaeformis",6.1,"Jul 2024_CB","Blanco"
"131",Jul 2024,"FC","Egregia menziesii",0.625,"Jul 2024_FC","Foulweather"
"132",Jul 2024,"FC","Hedophyllum sessile",9.16981132075472,"Jul 2024_FC","Foulweather"
"133",Jul 2024,"FC","Lessoniopsis littoralis",1.31168831168831,"Jul 2024_FC","Foulweather"
"134",Jul 2024,"FC","Postelsia palmaeformis",4.92307692307692,"Jul 2024_FC","Foulweather"
"135",Jul 2024,"RP","Alaria marginata",4,"Jul 2024_RP","Blanco"
"136",Jul 2024,"RP","Egregia menziesii",0,"Jul 2024_RP","Blanco"
"137",Jul 2024,"RP","Hedophyllum sessile",16.1071428571429,"Jul 2024_RP","Blanco"
"138",Jul 2024,"SH","Egregia menziesii",0.603448275862069,"Jul 2024_SH","Perpetua"
"139",Jul 2024,"SH","Hedophyllum sessile",21.3030303030303,"Jul 2024_SH","Perpetua"
"140",Jul 2024,"SH","Laminaria sinclairii",88.1333333333333,"Jul 2024_SH","Perpetua"
"141",Jul 2024,"TK","Alaria marginata",3.14035087719298,"Jul 2024_TK","Perpetua"
"142",Jul 2024,"YB","Egregia menziesii",1.57142857142857,"Jul 2024_YB","Perpetua"
"143",Jul 2024,"YB","Hedophyllum sessile",17.8495575221239,"Jul 2024_YB","Perpetua"
"144",Jul 2024,"YB","Laminaria sinclairii",32.9090909090909,"Jul 2024_YB","Perpetua"
"145",Jul 2024,"YB","Postelsia palmaeformis",9.30769230769231,"Jul 2024_YB","Perpetua"
"146",Aug 2024,"BB","Alaria marginata",3.03448275862069,"Aug 2024_BB","Foulweather"
"147",Aug 2024,"BB","Egregia menziesii",0.4,"Aug 2024_BB","Foulweather"
"148",Aug 2024,"BB","Hedophyllum sessile",11.5180722891566,"Aug 2024_BB","Foulweather"
"149",Aug 2024,"BB","Lessoniopsis littoralis",1.06666666666667,"Aug 2024_BB","Foulweather"
"150",Aug 2024,"CB","Alaria marginata",1.31428571428571,"Aug 2024_CB","Blanco"
"151",Aug 2024,"CB","Hedophyllum sessile",14.0294117647059,"Aug 2024_CB","Blanco"
"152",Aug 2024,"CB","Lessoniopsis littoralis",0.692307692307692,"Aug 2024_CB","Blanco"
"153",Aug 2024,"CB","Postelsia palmaeformis",NA,"Aug 2024_CB","Blanco"
"154",Aug 2024,"FC","Egregia menziesii",0.333333333333333,"Aug 2024_FC","Foulweather"
"155",Aug 2024,"FC","Hedophyllum sessile",13.495652173913,"Aug 2024_FC","Foulweather"
"156",Aug 2024,"FC","Lessoniopsis littoralis",2.17307692307692,"Aug 2024_FC","Foulweather"
"157",Aug 2024,"FC","Postelsia palmaeformis",3.5,"Aug 2024_FC","Foulweather"
"158",Aug 2024,"RP","Alaria marginata",2.6046511627907,"Aug 2024_RP","Blanco"
"159",Aug 2024,"RP","Egregia menziesii",0,"Aug 2024_RP","Blanco"
"160",Aug 2024,"RP","Hedophyllum sessile",38.7575757575758,"Aug 2024_RP","Blanco"
"161",Aug 2024,"SH","Egregia menziesii",0.133333333333333,"Aug 2024_SH","Perpetua"
"162",Aug 2024,"SH","Hedophyllum sessile",17.0714285714286,"Aug 2024_SH","Perpetua"
"163",Aug 2024,"TK","Alaria marginata",5.37142857142857,"Aug 2024_TK","Perpetua"
"164",Aug 2024,"YB","Egregia menziesii",0.0666666666666667,"Aug 2024_YB","Perpetua"
"165",Aug 2024,"YB","Hedophyllum sessile",26.7741935483871,"Aug 2024_YB","Perpetua"
"166",Aug 2024,"YB","Laminaria sinclairii",14.4,"Aug 2024_YB","Perpetua"
"167",Aug 2024,"YB","Postelsia palmaeformis",4,"Aug 2024_YB","Perpetua"
"168",Sep 2024,"BB","Alaria marginata",0.529411764705882,"Sep 2024_BB","Foulweather"
"169",Sep 2024,"BB","Hedophyllum sessile",5.95522388059702,"Sep 2024_BB","Foulweather"
"170",Sep 2024,"FC","Egregia menziesii",0.076923076923077,"Sep 2024_FC","Foulweather"
"171",Sep 2024,"FC","Hedophyllum sessile",11.725,"Sep 2024_FC","Foulweather"
"172",Sep 2024,"RP","Egregia menziesii",0.2,"Sep 2024_RP","Blanco"
"173",Oct 2024,"CB","Alaria marginata",0.6,"Oct 2024_CB","Blanco"
"174",Oct 2024,"CB","Hedophyllum sessile",11.7241379310345,"Oct 2024_CB","Blanco"
"175",Oct 2024,"CB","Postelsia palmaeformis",0.5,"Oct 2024_CB","Blanco"
"176",Oct 2024,"FC","Hedophyllum sessile",19.0869565217391,"Oct 2024_FC","Foulweather"
"177",Oct 2024,"YB","Egregia menziesii",0.333333333333333,"Oct 2024_YB","Perpetua"
"178",Dec 2024,"BB","Alaria marginata",0,"Dec 2024_BB","Foulweather"
"179",Dec 2024,"BB","Hedophyllum sessile",6.13725490196078,"Dec 2024_BB","Foulweather"
"180",Jan 2025,"FC","Hedophyllum sessile",9.89795918367347,"Jan 2025_FC","Foulweather"
"181",Jan 2025,"YB","Egregia menziesii",0.333333333333333,"Jan 2025_YB","Perpetua"
"182",Jan 2025,"YB","Hedophyllum sessile",10.6590909090909,"Jan 2025_YB","Perpetua"
"183",Mar 2025,"FC","Egregia menziesii",0,"Mar 2025_FC","Foulweather"
"184",Mar 2025,"FC","Hedophyllum sessile",6.30434782608696,"Mar 2025_FC","Foulweather"
"185",Apr 2025,"BB","Alaria marginata",5.75,"Apr 2025_BB","Foulweather"
"186",Apr 2025,"BB","Egregia menziesii",0.04,"Apr 2025_BB","Foulweather"
"187",Apr 2025,"BB","Lessoniopsis littoralis",0.785714285714286,"Apr 2025_BB","Foulweather"
"188",Apr 2025,"SH","Egregia menziesii",0,"Apr 2025_SH","Perpetua"
"189",Apr 2025,"SH","Hedophyllum sessile",1.37931034482759,"Apr 2025_SH","Perpetua"
"190",Apr 2025,"SH","Laminaria sinclairii",48.9333333333333,"Apr 2025_SH","Perpetua"
"191",Apr 2025,"TK","Alaria marginata",0,"Apr 2025_TK","Perpetua"
"192",Apr 2025,"YB","Hedophyllum sessile",NA,"Apr 2025_YB","Perpetua"
"193",May 2025,"CB","Alaria marginata",NA,"May 2025_CB","Blanco"
"194",May 2025,"CB","Hedophyllum sessile",1.53846153846154,"May 2025_CB","Blanco"
"195",May 2025,"CB","Lessoniopsis littoralis",NA,"May 2025_CB","Blanco"
"196",May 2025,"FC","Egregia menziesii",0,"May 2025_FC","Foulweather"
"197",NA,"FC","Hedophyllum sessile",2,"NA_FC","Foulweather"
